id,frame_id,character,script,emotion
AnotherMissOh03_056_1116,AnotherMissOh03_056_1116_IMAGE_0000091140,Jinsang,"Hey, she(Sukyung) drinks eight gallons of beer.",Disgust
AnotherMissOh03_056_1116,AnotherMissOh03_056_1116_IMAGE_0000091140,Jinsang,"Yeah, we(Jinsang, Anna, Hun)'re here. Come on.",Disgust
AnotherMissOh03_057_1117,AnotherMissOh03_057_1117_IMAGE_0000091840,Dokyung,Got it.,Neutral
AnotherMissOh03_058_1120,AnotherMissOh03_058_1120_IMAGE_0000092226,Haeyoung1,Yes. Here.,Happiness
AnotherMissOh03_058_1120,AnotherMissOh03_058_1120_IMAGE_0000092226,Haeyoung1,Huh?,Happiness
AnotherMissOh03_058_1121,AnotherMissOh03_058_1121_IMAGE_0000092279,Haeyoung1,Huh?,Neutral
AnotherMissOh03_058_1123,AnotherMissOh03_058_1123_IMAGE_0000092339,Haeyoung1,"Ah, yeah.",Neutral
AnotherMissOh03_061_1135,AnotherMissOh03_061_1135_IMAGE_0000093764,Dokyung,There's a bump right there-right there.,Neutral
AnotherMissOh03_061_1135,AnotherMissOh03_061_1135_IMAGE_0000093764,Dokyung,The food is here? You(Haeyoung1) should have told me(Dokyung).,Neutral
AnotherMissOh03_061_1144,AnotherMissOh03_061_1144_IMAGE_0000094347,Dokyung,Why?,Neutral
AnotherMissOh03_061_1146,AnotherMissOh03_061_1146_IMAGE_0000094494,Haeyoung1,Goodbye.,Neutral
AnotherMissOh03_061_1154,AnotherMissOh03_061_1154_IMAGE_0000095075,Haeyoung1,"You(Dokyung) should finish eating it, I(Haeyoung1) don't eat what other people have touched.",Neutral
AnotherMissOh03_061_1158,AnotherMissOh03_061_1158_IMAGE_0000095272,Haeyoung1,Hee,Neutral
AnotherMissOh03_061_1162,AnotherMissOh03_061_1162_IMAGE_0000095629,Dokyung,That guy did have change.,Neutral
AnotherMissOh03_061_1167,AnotherMissOh03_061_1167_IMAGE_0000095931,Dokyung,Just live here.,Neutral
AnotherMissOh03_061_1169,AnotherMissOh03_061_1169_IMAGE_0000096004,Dokyung,"I(Dokyung)'m going to live here, too.",Neutral
AnotherMissOh03_062_1185,AnotherMissOh03_062_1185_IMAGE_0000097586,Jinsang,That is…alien-speak.,Disgust
AnotherMissOh03_062_1187,AnotherMissOh03_062_1187_IMAGE_0000097652,Jinsang,Umlakulakum bumbulakum!Lebintitimwo!,Neutral
AnotherMissOh03_062_1188,AnotherMissOh03_062_1188_IMAGE_0000097675,Jinsang,Umlakulakum bumbulakum!Lebintitimwo!,Neutral
AnotherMissOh03_062_1190,AnotherMissOh03_062_1190_IMAGE_0000097814,Soontack,"Don't try to force it, but just go with the flow.",Neutral
AnotherMissOh03_062_1190,AnotherMissOh03_062_1190_IMAGE_0000097814,Soontack,"Why is it that you(Dokyung) keep seeing things, why is it that she(Haeyoung1)'s the focus of that.
",Neutral
AnotherMissOh03_062_1190,AnotherMissOh03_062_1190_IMAGE_0000097814,Soontack,"If you(Dokyung) try following it, a reason will arise.",Neutral
AnotherMissOh03_062_1190,AnotherMissOh03_062_1190_IMAGE_0000097814,Soontack,"Until then, just go with the flow.Huh? Okay?
",Neutral
AnotherMissOh03_062_1203,AnotherMissOh03_062_1203_IMAGE_0000099078,Hun,What did she(Sukyung) say?,Neutral
AnotherMissOh03_062_1203,AnotherMissOh03_062_1203_IMAGE_0000099150,Jinsang,She(Sukyung) has to take a dump.,Disgust
AnotherMissOh03_063_1207,AnotherMissOh03_063_1207_IMAGE_0000099387,Haeyoung1,She(Haeyoung2)'s appeared—Pretty Oh Haeyoung.,Neutral
AnotherMissOh03_063_1218,AnotherMissOh03_063_1218_IMAGE_0000099608,Haeyoung2,Oh Haeyoung.,Happiness
AnotherMissOh03_063_1220,AnotherMissOh03_063_1220_IMAGE_0000099672,Haeyoung2,My(Haeyoung2) favorite sound in the world…is your(Dokyung) heartbeat.,Happiness
AnotherMissOh03_064_1229,AnotherMissOh03_064_1229_IMAGE_0000100121,Heeran,"Ah, the weather is so nice.",Happiness
AnotherMissOh03_064_1231,AnotherMissOh03_064_1231_IMAGE_0000100219,Haeyoung1,"Oh, hey, hey, hey! Look, look! There's Oh Haeyoung! It's Oh Haeyoung!",Neutral
AnotherMissOh03_064_1233,AnotherMissOh03_064_1233_IMAGE_0000100388,Haeyoung1,There's no way there isn't a Haeyoung among all these people.,Happiness
AnotherMissOh03_064_1233,AnotherMissOh03_064_1233_IMAGE_0000100388,Haeyoung1,"No matter where you(Heeran) go, there's always one.",Happiness
AnotherMissOh03_064_1234,AnotherMissOh03_064_1234_IMAGE_0000100525,Haeyoung1,"Among the Haeyoungs, there was a runner, huh?",Happiness
AnotherMissOh03_064_1236,AnotherMissOh03_064_1236_IMAGE_0000100618,Haeyoung1,She’s doing well. Huh?,Happiness
AnotherMissOh03_064_1241,AnotherMissOh03_064_1241_IMAGE_0000100944,Haeyoung1,Oh Haeyoung! Fight on!,Happiness
AnotherMissOh04_001_0025,AnotherMissOh04_001_0025_IMAGE_0000000756,Haeyoung1,Everyone is so healthy.,Happiness
AnotherMissOh04_001_0027,AnotherMissOh04_001_0027_IMAGE_0000000903,Heeran,"Ah, the weather is so nice.",Happiness
AnotherMissOh04_001_0027,AnotherMissOh04_001_0027_IMAGE_0000000903,Haeyoung1,"Oh, hey, hey, hey! There's Oh Hae-young! It's Oh Hae-young!",Happiness
AnotherMissOh04_001_0029,AnotherMissOh04_001_0029_IMAGE_0000000970,Haeyoung1,"Oh, hey, hey, hey! There's Oh Hae-young! It's Oh Hae-young!",Happiness
AnotherMissOh04_001_0030,AnotherMissOh04_001_0030_IMAGE_0000001015,Haeyoung1,"Oh, hey, hey, hey! There's Oh Hae-young! It's Oh Hae-young!",Surprise
AnotherMissOh04_001_0038,AnotherMissOh04_001_0038_IMAGE_0000001169,Haeyoung1,There's no way there isn't a Hae-young among these people.,Happiness
AnotherMissOh04_001_0038,AnotherMissOh04_001_0038_IMAGE_0000001169,Haeyoung1,"No matter where you go, there's always one.",Happiness
AnotherMissOh04_001_0039,AnotherMissOh04_001_0039_IMAGE_0000001243,Haeyoung1,"No matter where you go, there's always one.",Neutral
AnotherMissOh04_001_0039,AnotherMissOh04_001_0039_IMAGE_0000001243,Haeyoung1,"Among the Hae-youngs, there was a runner, huh?",Neutral
AnotherMissOh04_001_0040,AnotherMissOh04_001_0040_IMAGE_0000001291,Haeyoung1,"Among the Hae-youngs, there was a runner, huh?",Happiness
AnotherMissOh04_001_0061,AnotherMissOh04_001_0061_IMAGE_0000001654,Haeyoung1,Oh Hae-young! Way to go!,Happiness
AnotherMissOh04_001_0062,AnotherMissOh04_001_0062_IMAGE_0000001691,Haeyoung1,Oh Hae-young! Way to go!,Happiness
AnotherMissOh04_001_0063,AnotherMissOh04_001_0063_IMAGE_0000001711,Haeyoung1,Oh Hae-young! Way to go!,Happiness
AnotherMissOh04_002_0073,AnotherMissOh04_002_0073_IMAGE_0000002460,Haeyoung1,She(Haeyoung2)'s finally appeared—Pretty Oh Hae-young.,Neutral
AnotherMissOh04_004_0113,AnotherMissOh04_004_0113_IMAGE_0000005049,Haeyoung1,"When you(Haeyoung1) are feeling depressed, try recalling happy things.",Neutral
AnotherMissOh04_006_0134,AnotherMissOh04_006_0134_IMAGE_0000006442,Soontack,That you(Dokyung) are the one who ruined her(Haeyoung1) marriage.,Neutral
AnotherMissOh04_006_0135,AnotherMissOh04_006_0135_IMAGE_0000006485,Dokyung,No.,Neutral
AnotherMissOh04_006_0136,AnotherMissOh04_006_0136_IMAGE_0000006526,Soontack,She(Haeyoung1) also doesn't know it was broken because of the other Oh Hae-young?,Neutral
AnotherMissOh04_006_0136,AnotherMissOh04_006_0136_IMAGE_0000006526,Dokyung,No.,Neutral
AnotherMissOh04_006_0136,AnotherMissOh04_006_0136_IMAGE_0000006526,Soontack,Then how do you(Dokyung) feel when you(Dokyung) see those visions?,Neutral
AnotherMissOh04_006_0138,AnotherMissOh04_006_0138_IMAGE_0000006831,Soontack,"Whenever you(Dokyung) see that woman, do you(Dokyung) feel guilty or something?",Neutral
AnotherMissOh04_006_0139,AnotherMissOh04_006_0139_IMAGE_0000006954,Soontack,"Whenever you(Dokyung) see that woman, do you(Dokyung) feel guilty or something?",Neutral
AnotherMissOh04_006_0139,AnotherMissOh04_006_0139_IMAGE_0000006890,Dokyung,I(Dokyung) am just...really lonely.,Neutral
AnotherMissOh04_006_0140,AnotherMissOh04_006_0140_IMAGE_0000007044,Dokyung,I(Dokyung) am just...really lonely.,Neutral
AnotherMissOh04_006_0143,AnotherMissOh04_006_0143_IMAGE_0000007378,Dokyung,"I(Dokyung) feel like I(Dokyung) am  old and at my(Dokyung) death bed,",Neutral
AnotherMissOh04_007_0144,AnotherMissOh04_007_0144_IMAGE_0000007467,Dokyung,"I(Dokyung) feel like I(Dokyung) am  old and at my(Dokyung) death bed,",Neutral
AnotherMissOh04_007_0144,AnotherMissOh04_007_0144_IMAGE_0000007467,Dokyung,Like I(Dokyung) am recalling regretful moments. I(Dokyung) am lonely.,Neutral
AnotherMissOh04_007_0146,AnotherMissOh04_007_0146_IMAGE_0000007649,Dokyung,"Like, Like my(Dokyung) life would end really sadly, kind of feeling.",Neutral
AnotherMissOh04_008_0157,AnotherMissOh04_008_0157_IMAGE_0000008669,Dokyung,One more of this please.,Neutral
AnotherMissOh04_008_0159,AnotherMissOh04_008_0159_IMAGE_0000008799,Haeyoung1,I(Haeyoung1) almost hit you(Dokyung).,Neutral
AnotherMissOh04_008_0162,AnotherMissOh04_008_0162_IMAGE_0000009021,Haeyoung1,"I(Haeyoung1) heard this Pyeongchang-dong area has a very strong energy
",Neutral
AnotherMissOh04_008_0163,AnotherMissOh04_008_0163_IMAGE_0000009150,Haeyoung1,"I(Haeyoung1) heard this Pyeongchang-dong area has a very strong energy
",Neutral
AnotherMissOh04_008_0163,AnotherMissOh04_008_0163_IMAGE_0000009150,Haeyoung1,"when it comes to Feng Shui philosophy.
",Neutral
AnotherMissOh04_008_0163,AnotherMissOh04_008_0163_IMAGE_0000009150,Haeyoung1,"So that is why one must be quite determined, or they can't stand it and eventually leave.
",Neutral
AnotherMissOh04_008_0165,AnotherMissOh04_008_0165_IMAGE_0000009315,Haeyoung1,"There are people who moved here, and something went wrong, so they run away in the middle of the night. Quite a few. 
",Neutral
AnotherMissOh04_008_0167,AnotherMissOh04_008_0167_IMAGE_0000009438,Haeyoung1,"You(Dokyung) have lived here since you(Dokyung) were young, right? You(Dokyung) must be bursting with energy.
",Neutral
AnotherMissOh04_009_0211,AnotherMissOh04_009_0211_IMAGE_0000012532,Haeyoung1,"The night breeze is quite warm.
",Happiness
AnotherMissOh04_009_0213,AnotherMissOh04_009_0213_IMAGE_0000012700,Haeyoung1,"The night breeze is quite warm.
",Neutral
AnotherMissOh04_009_0214,AnotherMissOh04_009_0214_IMAGE_0000012796,Haeyoung1,"This is the season I(Haeyoung1) love the best…
",Happiness
AnotherMissOh04_009_0216,AnotherMissOh04_009_0216_IMAGE_0000012937,Haeyoung1,"When the night breeze feels warm.
",Happiness
AnotherMissOh04_010_0225,AnotherMissOh04_010_0225_IMAGE_0000014606,Dokyung,"Let's just each block it with our(Haeyoung1,Dokyung) furniture and live.",Neutral
AnotherMissOh04_010_0226,AnotherMissOh04_010_0226_IMAGE_0000014674,Haeyoung1,"You(Dokyung) are coming out real soft all of sudden, after throwing a fit.",Happiness
AnotherMissOh04_010_0227,AnotherMissOh04_010_0227_IMAGE_0000014723,Haeyoung1,"You(Dokyung) are coming out real soft all of sudden, after throwing a fit.",Neutral
AnotherMissOh04_010_0227,AnotherMissOh04_010_0227_IMAGE_0000014723,Dokyung,My(Dokyung) father used to use that room as his workshop.,Neutral
AnotherMissOh04_010_0227,AnotherMissOh04_010_0227_IMAGE_0000014723,Haeyoung1,What did he do?,Neutral
AnotherMissOh04_010_0228,AnotherMissOh04_010_0228_IMAGE_0000014917,Dokyung,"He was a sound engineer.
",Neutral
AnotherMissOh04_010_0234,AnotherMissOh04_010_0234_IMAGE_0000015399,Haeyoung1,"Yes, I(Haeyoung1) understand! Go inside.",Neutral
AnotherMissOh04_011_0241,AnotherMissOh04_011_0241_IMAGE_0000016271,Kyungsu,Are you(Deogi) going somewhere?,Neutral
AnotherMissOh04_011_0242,AnotherMissOh04_011_0242_IMAGE_0000016287,Deogi,I(Deogi) am going hiking.,Neutral
AnotherMissOh04_012_0252,AnotherMissOh04_012_0252_IMAGE_0000017074,Deogi,This freaking girl.,Neutral
AnotherMissOh04_013_0264,AnotherMissOh04_013_0264_IMAGE_0000017891,Sukyung,"I(Sukyung) told you(Hun) to squat and pee, didn't I(Sukyung)? Instead of messing the toilet?
",Neutral
AnotherMissOh04_013_0265,AnotherMissOh04_013_0265_IMAGE_0000017933,Hun,It wasn't me(Hun)!,Neutral
AnotherMissOh04_013_0266,AnotherMissOh04_013_0266_IMAGE_0000017990,Sukyung,"Then, who would it be, huh?",Anger
AnotherMissOh04_013_0266,AnotherMissOh04_013_0266_IMAGE_0000018038,Dokyung,Him(Jinsang)!,Neutral
AnotherMissOh04_013_0267,AnotherMissOh04_013_0267_IMAGE_0000018074,Dokyung,Him(Jinsang)!,Neutral
AnotherMissOh04_013_0271,AnotherMissOh04_013_0271_IMAGE_0000018165,Sukyung,And when did you(Jinsang) get here?,Neutral
AnotherMissOh04_013_0271,AnotherMissOh04_013_0271_IMAGE_0000018165,Jinsang,"Uhhh, last night, I(Jinsang) will be intruding for a little while.",Neutral
AnotherMissOh04_013_0272,AnotherMissOh04_013_0272_IMAGE_0000018243,Jinsang,"Uhhh, last night, I(Jinsang) will be intruding for a little while.",Neutral
AnotherMissOh04_013_0274,AnotherMissOh04_013_0274_IMAGE_0000018321,Jinsang,"Uhhh, last night, I(Jinsang) will be intruding for a little while.",Neutral
AnotherMissOh04_013_0275,AnotherMissOh04_013_0275_IMAGE_0000018364,Sukyung,And what kind of trash were you(Jinsang) defending this time before you(Jinsang) got terrorized?,Neutral
AnotherMissOh04_013_0276,AnotherMissOh04_013_0276_IMAGE_0000018400,Sukyung,And what kind of trash were you(Jinsang) defending this time before you(Jinsang) got terrorized?,Neutral
AnotherMissOh04_013_0337,AnotherMissOh04_013_0337_IMAGE_0000020519,Jinsang,An axe... Ah! That was the first with an axe.,Surprise
AnotherMissOh04_013_0338,AnotherMissOh04_013_0338_IMAGE_0000020648,Dokyung,You(Jinsang) had better be grateful Korea doesn’t allow guns.,Neutral
AnotherMissOh04_013_0339,AnotherMissOh04_013_0339_IMAGE_0000020745,Dokyung,You(Jinsang) had better be grateful Korea doesn’t allow guns.,Neutral
AnotherMissOh04_013_0340,AnotherMissOh04_013_0340_IMAGE_0000020793,Jinsang,I(Jinsang) am grateful.,Neutral
AnotherMissOh04_013_0342,AnotherMissOh04_013_0342_IMAGE_0000020881,Jinsang,"I(Jinsang) stand before this proud Korean flag
",Neutral
AnotherMissOh04_014_0347,AnotherMissOh04_014_0347_IMAGE_0000021244,Haeyoung1,Who is it?,Neutral
AnotherMissOh04_014_0348,AnotherMissOh04_014_0348_IMAGE_0000021268,Haeyoung1,"Huh? How do you(Deogi) know I(Haeyoung1) was living here?
",Neutral
AnotherMissOh04_014_0351,AnotherMissOh04_014_0351_IMAGE_0000021530,Haeyoung1,I(Haeyoung1) put it so it wouldn't look like a girl lived here alone. Why?,Neutral
AnotherMissOh04_014_0353,AnotherMissOh04_014_0353_IMAGE_0000021653,Deogi,"Look at this mess, Look at it! My(Deogi) goodness!!",Neutral
AnotherMissOh04_014_0354,AnotherMissOh04_014_0354_IMAGE_0000021696,Deogi,"Clean your(Haeyoung1) place once in a while!!
",Neutral
AnotherMissOh04_014_0355,AnotherMissOh04_014_0355_IMAGE_0000021741,Deogi,"Clean your(Haeyoung1) place once in a while!!
",Disgust
AnotherMissOh04_014_0356,AnotherMissOh04_014_0356_IMAGE_0000021766,Haeyoung1,It's my(Haeyoung1) house so don't concern yourself.,Neutral
AnotherMissOh04_014_0356,AnotherMissOh04_014_0356_IMAGE_0000021806,Deogi,Not until you(Haeyoung1) are legally cut off! Get it done so that we(Deogi) can care less.,Anger
AnotherMissOh04_014_0357,AnotherMissOh04_014_0357_IMAGE_0000021857,Deogi,Not until you(Haeyoung1) are legally cut off! Get it done so that we(Deogi) can care less.,Neutral
AnotherMissOh04_014_0361,AnotherMissOh04_014_0361_IMAGE_0000022023,Deogi,You(Haeyoung1) crazy girl!!,Neutral
AnotherMissOh04_015_0367,AnotherMissOh04_015_0367_IMAGE_0000022306,Jinsang,"Hey, hey, hey!",Neutral
AnotherMissOh04_015_0367,AnotherMissOh04_015_0367_IMAGE_0000022274,Dokyung,"Arrr, what?",Neutral
AnotherMissOh04_015_0368,AnotherMissOh04_015_0368_IMAGE_0000022324,Jinsang,There's another reason I(Jinsang) came into this house. You(Dokyung) don't know women! I(Jinsang) will see her(Haeyoung1) from myself(Jinsang) and judge her(Haeyoung1) for you(Dokyung).,Happiness
AnotherMissOh04_015_0369,AnotherMissOh04_015_0369_IMAGE_0000022449,Jinsang,There's another reason I(Jinsang) came into this house. You(Dokyung) don't know women! I(Jinsang) will see her(Haeyoung1) from myself(Jinsang) and judge her(Haeyoung1) for you(Dokyung).,Neutral
AnotherMissOh04_015_0369,AnotherMissOh04_015_0369_IMAGE_0000022441,Dokyung,"Hey, what are you(Jinsang) talking about?",Neutral
AnotherMissOh04_015_0369,AnotherMissOh04_015_0369_IMAGE_0000022449,Jinsang,She(Haeyoung1) can be really harmful!,Neutral
AnotherMissOh04_015_0369,AnotherMissOh04_015_0369_IMAGE_0000022441,Dokyung,"Come on, you(Jinsang) don't have to.",Neutral
AnotherMissOh04_015_0371,AnotherMissOh04_015_0371_IMAGE_0000022566,Dokyung,"Come on, you(Jinsang) don't have to.",Anger
AnotherMissOh04_015_0372,AnotherMissOh04_015_0372_IMAGE_0000022591,Dokyung,"Come on, you(Jinsang) don't have to.",Sadness
AnotherMissOh04_015_0372,AnotherMissOh04_015_0372_IMAGE_0000022591,Jinsang,Let me(Jinsang) go.,Fear
AnotherMissOh04_015_0372,AnotherMissOh04_015_0372_IMAGE_0000022591,Dokyung,Don't do it!,Sadness
AnotherMissOh04_016_0375,AnotherMissOh04_016_0375_IMAGE_0000022781,Deogi,"When you(Haeyoung1) wake in the morning, Take one out then it will melt in an hour.",Neutral
AnotherMissOh04_017_0380,AnotherMissOh04_017_0380_IMAGE_0000023045,Dokyung,Shhhhh!,Surprise
AnotherMissOh04_017_0387,AnotherMissOh04_017_0387_IMAGE_0000023450,Deogi,You(Haeyoung1) stop drinking???It is like a dog stop taking a dump!,Surprise
AnotherMissOh04_017_0390,AnotherMissOh04_017_0390_IMAGE_0000023561,Haeyoung1,I(Haeyoung1) said stop it!!,Anger
AnotherMissOh04_017_0409,AnotherMissOh04_017_0409_IMAGE_0000024344,Haeyoung1,"And what is that? I(Haeyoung1) might move soon, why bother attaching that to someone else's house?",Surprise
AnotherMissOh04_017_0411,AnotherMissOh04_017_0411_IMAGE_0000024406,Haeyoung1,"And what is that? I(Haeyoung1) might move soon, why bother attaching that to someone else's house?",Anger
AnotherMissOh04_017_0414,AnotherMissOh04_017_0414_IMAGE_0000024598,Deogi,"Use the same code as the one from home. It is easy to remember.
",Neutral
AnotherMissOh04_017_0414,AnotherMissOh04_017_0414_IMAGE_0000024598,Deogi,"And if I(Deogi) see bottles of liquor when I(Deogi) visit..... the next time?
",Neutral
AnotherMissOh04_017_0419,AnotherMissOh04_017_0419_IMAGE_0000024793,Kyungsu,What if she(Haeyoung1) changes the password?,Neutral
AnotherMissOh04_017_0420,AnotherMissOh04_017_0420_IMAGE_0000024839,Deogi,She(Haeyoung1) won't do it! She(Haeyoung1) is too lazy to read the manual. She(Haeyoung1) wouldn't change it even she (Haeyoung1) got robbed!,Neutral
AnotherMissOh04_018_0425,AnotherMissOh04_018_0425_IMAGE_0000025140,Jinsang,"That girl, it doesn't seem like she(Haeyoung1) moved in here with a plan, right?
",Neutral
AnotherMissOh04_018_0425,AnotherMissOh04_018_0425_IMAGE_0000025140,Jinsang,"For now, just get a little friendly, for the sake of when time passes. Huh? Do-Kyung!
",Neutral
AnotherMissOh04_018_0426,AnotherMissOh04_018_0426_IMAGE_0000025252,Jinsang,"For now, just get a little friendly, for the sake of when time passes. Huh? Do-Kyung!
",Neutral
AnotherMissOh04_018_0426,AnotherMissOh04_018_0426_IMAGE_0000025252,Jinsang,"Cheer up!
",Neutral
AnotherMissOh04_018_0435,AnotherMissOh04_018_0435_IMAGE_0000025408,Jinsang,"Cheer up! Argh. Ah! My(Jinsang) back…
",Happiness
AnotherMissOh04_018_0437,AnotherMissOh04_018_0437_IMAGE_0000025549,Jinsang,"Cheer up! Argh. Ah! My(Jinsang) back…
",Sadness
AnotherMissOh04_019_0474,AnotherMissOh04_019_0474_IMAGE_0000026688,Sangseok,It's good.,Neutral
AnotherMissOh04_019_0475,AnotherMissOh04_019_0475_IMAGE_0000026822,Sangseok,It's good.,Neutral
AnotherMissOh04_019_0477,AnotherMissOh04_019_0477_IMAGE_0000026868,Sangseok,The bond between a horse and a man. Heartrending relationships.,Neutral
AnotherMissOh04_019_0481,AnotherMissOh04_019_0481_IMAGE_0000027092,Sangseok,Yeap.,Happiness
AnotherMissOh04_019_0482,AnotherMissOh04_019_0482_IMAGE_0000027147,Sangseok,Yeap.,Neutral
AnotherMissOh04_019_0483,AnotherMissOh04_019_0483_IMAGE_0000027297,Dokyung,I(Dokyung) will come.,Neutral
AnotherMissOh04_019_0487,AnotherMissOh04_019_0487_IMAGE_0000027497,Dokyung,I(Dokyung) don't think that's possible.,Neutral
AnotherMissOh04_021_0513,AnotherMissOh04_021_0513_IMAGE_0000029311,Dokyung,Am I(Dokyung) hard to work with?,Neutral
AnotherMissOh04_021_0514,AnotherMissOh04_021_0514_IMAGE_0000029389,Dokyung,Am I(Dokyung) hard to work with?,Neutral
AnotherMissOh04_021_0515,AnotherMissOh04_021_0515_IMAGE_0000029456,Dokyung,Am I(Dokyung) hard to work with?,Neutral
AnotherMissOh04_021_0515,AnotherMissOh04_021_0515_IMAGE_0000029456,Sangseok,"I(Sangseok) am learning... I(Sangseok) am learning a lot!
",Neutral
AnotherMissOh04_022_0519,AnotherMissOh04_022_0519_IMAGE_0000030100,Haeyoung1,Why? What did Isadora say?,Surprise
AnotherMissOh04_022_0520,AnotherMissOh04_022_0520_IMAGE_0000030161,Sungjin,"Our brand... will be going on a renewal.
",Sadness
AnotherMissOh04_022_0521,AnotherMissOh04_022_0521_IMAGE_0000030221,Sungjin,"Our brand... will be going on a renewal.
",Neutral
AnotherMissOh04_022_0526,AnotherMissOh04_022_0526_IMAGE_0000030368,Haeyoung1,"Oh, that's nothing. OK. So we(Haeyoung1) will do the renewal, then.
",Surprise
AnotherMissOh04_022_0528,AnotherMissOh04_022_0528_IMAGE_0000030528,Sungjin,"She(Sukyung) said a newly formed Task Force team is going to take over.
",Sadness
AnotherMissOh04_023_0543,AnotherMissOh04_023_0543_IMAGE_0000031261,Sukyung,"Out of all your(Haeyoung1) colleagues, you(Haeyoung1) see, you(Haeyoung1) are the only one
",Neutral
AnotherMissOh04_023_0543,AnotherMissOh04_023_0543_IMAGE_0000031261,Sukyung,"who didn't get promoted on the team.
",Neutral
AnotherMissOh04_023_0544,AnotherMissOh04_023_0544_IMAGE_0000031295,Sukyung,"who didn't get promoted on the team.
",Neutral
AnotherMissOh04_023_0545,AnotherMissOh04_023_0545_IMAGE_0000031429,Sukyung,"Those who did promoted are now part of the new team. 
",Neutral
AnotherMissOh04_023_0545,AnotherMissOh04_023_0545_IMAGE_0000031429,Sukyung,"How do you(Haeyoung1) think you(Haeyoung1) would feel getting pushed around.. by your(Haeyoung1) colleagues?
",Neutral
AnotherMissOh04_023_0546,AnotherMissOh04_023_0546_IMAGE_0000031616,Sukyung,"How do you(Haeyoung1) think you(Haeyoung1) would feel getting pushed around.. by your(Haeyoung1) colleagues?
",Neutral
AnotherMissOh04_023_0551,AnotherMissOh04_023_0551_IMAGE_0000031886,Sukyung,"... you(Haeyoung1) are now not in any position to have that leisure.
",Neutral
AnotherMissOh04_023_0551,AnotherMissOh04_023_0551_IMAGE_0000031886,Sukyung,"People know you(Haeyoung1) broke off your(Haeyoung1) marriage the day before your(Haeyoung1) wedding. 
",Neutral
AnotherMissOh04_023_0554,AnotherMissOh04_023_0554_IMAGE_0000032142,Sukyung,"So it will be hard for you(Haeyoung1) to find another husband soon. Can't be recruited by another company... 
",Neutral
AnotherMissOh04_023_0555,AnotherMissOh04_023_0555_IMAGE_0000032247,Sukyung,"Is your(Haeyoung1) family rich?
",Neutral
AnotherMissOh04_023_0556,AnotherMissOh04_023_0556_IMAGE_0000032313,Sukyung,"Is your(Haeyoung1) family rich?
",Neutral
AnotherMissOh04_024_0567,AnotherMissOh04_024_0567_IMAGE_0000032925,Haeyoung1,"You(Sungjin) knew I(Haeyoung1) was the only one that didn't get promoted.

",Neutral
AnotherMissOh04_024_0567,AnotherMissOh04_024_0567_IMAGE_0000032925,Haeyoung1,"Not telling me(Haeyoung1) when you(Sungjin) already knew it is worse.
",Neutral
AnotherMissOh04_024_0568,AnotherMissOh04_024_0568_IMAGE_0000033027,Sungjin,I(Sungjin) didn't know.,Neutral
AnotherMissOh04_024_0570,AnotherMissOh04_024_0570_IMAGE_0000033110,Haeyoung1,"Whether my(Haeyoung1) family has money or not, what does that have to do with her(Sukyung)?
",Neutral
AnotherMissOh04_024_0572,AnotherMissOh04_024_0572_IMAGE_0000033281,Haeyoung1,"So if I(Haeyoung1) wasn't poor, she(Sukyung) would be more lenient? Such an awful people!
",Neutral
AnotherMissOh04_024_0572,AnotherMissOh04_024_0572_IMAGE_0000033281,Haeyoung1,"Why do they judge you for having money?And how is it that I(Haeyoung1) look like I(Haeyoung1) don't have money?
",Neutral
AnotherMissOh04_024_0573,AnotherMissOh04_024_0573_IMAGE_0000033379,Haeyoung1,"Why do they judge you for having money?And how is it that I(Haeyoung1) look like I(Haeyoung1) don't have money?
",Neutral
AnotherMissOh04_024_0576,AnotherMissOh04_024_0576_IMAGE_0000033448,Haeyoung1,"Why do they judge you for having money?And how is it that I(Haeyoung1) look like I(Haeyoung1) don't have money?
",Neutral
AnotherMissOh04_024_0577,AnotherMissOh04_024_0577_IMAGE_0000033498,Sungjin,You(Haeyoung1) don't look like it.You(Haeyoung1) don't have money.,Neutral
AnotherMissOh04_024_0579,AnotherMissOh04_024_0579_IMAGE_0000033553,Sungjin,You(Haeyoung1) don't look like it.You(Haeyoung1) don't have money.,Neutral
AnotherMissOh04_024_0580,AnotherMissOh04_024_0580_IMAGE_0000033574,Haeyoung1,"You(Sungjin) look the same, Mr. Kim.",Anger
AnotherMissOh04_025_0604,AnotherMissOh04_025_0604_IMAGE_0000034985,Sukyung,Ooh la la!,Sadness
AnotherMissOh04_025_0607,AnotherMissOh04_025_0607_IMAGE_0000035308,Sukyung,Did you(Haeyoung1) move to this neighborhood?,Neutral
AnotherMissOh04_025_0607,AnotherMissOh04_025_0607_IMAGE_0000035292,Anna,Do you(Haeyoung1) know her(Sukyung)?,Neutral
AnotherMissOh04_025_0608,AnotherMissOh04_025_0608_IMAGE_0000035342,Anna,Do you(Haeyoung1) know her(Sukyung)?,Surprise
AnotherMissOh04_025_0630,AnotherMissOh04_025_0630_IMAGE_0000035956,Haeyoung1,How much is all these?,Neutral
AnotherMissOh04_025_0631,AnotherMissOh04_025_0631_IMAGE_0000035990,Anna,It's 32 dollars.,Neutral
AnotherMissOh04_025_0636,AnotherMissOh04_025_0636_IMAGE_0000036158,Sukyung,Ahhh!,Neutral
